CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
13163,MR.,NOAH,LOPEZ,1976-03-09,M,M,40000,0,Partial College,Skilled Manual,Y
13164,MS.,OLIVIA,WARD,1976-05-04,S,F,40000,0,Partial College,Skilled Manual,Y
13165,MR.,WYATT,WALKER,1976-09-21,S,M,40000,0,Partial College,Skilled Manual,N
13166,MR.,KYLE,CHEN,1976-03-13,M,M,40000,0,Partial College,Skilled Manual,N
13167,MR.,MARIO,TANG,1974-07-04,S,M,30000,0,Partial College,Skilled Manual,N
13168,MS.,HANNAH,PRICE,1974-03-19,S,F,30000,0,Partial College,Skilled Manual,Y
13169,MR.,CALEB,GRIFFIN,1972-03-03,S,M,80000,0,Bachelors,Management,N
13170,MR.,SEBASTIAN,REED,1972-01-08,S,M,80000,0,Bachelors,Management,Y
13171,MS.,CATHERINE,TORRES,1968-06-08,S,F,80000,0,Bachelors,Management,Y
13172,MS.,ISABELLA,COOK,1968-09-18,S,F,80000,0,Bachelors,Management,N
13173,MR.,DALTON,BROOKS,1968-09-14,M,M,80000,0,Bachelors,Management,N
13174,MS.,GABRIELLA,MORRIS,1968-05-04,S,F,80000,0,Bachelors,Management,N
13175,MR.,NOAH,SMITH,1968-02-10,M,M,90000,4,Bachelors,Management,Y
13176,MR.,KURT,CHANDER,1967-09-01,S,M,130000,0,Graduate Degree,Management,N
13177,MS.,TAYLOR,ROGERS,1963-02-27,S,F,70000,0,Partial College,Skilled Manual,N
13178,MRS.,MEGAN,GRAY,1963-04-18,S,F,80000,4,Bachelors,Management,Y
13179,MR.,ADRIAN,SANCHEZ,1942-06-19,M,M,80000,5,Bachelors,Management,Y
13180,MRS.,LESLIE,SANZ,1942-02-22,M,F,80000,5,Bachelors,Management,Y
13181,MR.,BRIAN,MORGAN,1942-12-23,M,M,90000,5,Bachelors,Management,Y
13182,MR.,JEREMY,BENNETT,1942-11-18,M,M,90000,5,Bachelors,Management,N
13183,MR.,CHRISTIAN,JENKINS,1942-07-21,M,M,90000,5,Bachelors,Management,Y
13184,MR.,MIGUEL,PEREZ,1942-08-27,M,M,90000,5,Bachelors,Management,Y
13186,MR.,MARCUS,SANDERS,1942-11-24,M,M,110000,2,Graduate Degree,Management,N
13187,MR.,EVAN,WRIGHT,1942-08-17,M,M,110000,2,Graduate Degree,Management,Y
13188,MR.,ANTHONY,DAVIS,1942-01-20,M,M,120000,2,Graduate Degree,Management,Y
13189,MRS.,GLORIA,ROMERO,1942-04-04,S,F,120000,2,Graduate Degree,Management,Y
13190,MR.,JONATHAN,DIAZ,1942-02-09,S,M,120000,2,Graduate Degree,Management,Y
13191,MRS.,EMMA,RODRIGUEZ,1943-07-18,M,F,90000,5,Bachelors,Management,Y
13193,MR.,KEVIN,EVANS,1943-05-09,M,M,110000,2,Bachelors,Management,Y
13194,MR.,KEVIN,CARTER,1943-08-27,M,M,110000,2,Bachelors,Management,Y
13195,MR.,AARON,PERRY,1943-11-28,M,M,110000,2,Bachelors,Management,Y
13196,MRS.,KIMBERLY,SANDERS,1943-11-02,M,F,110000,2,Bachelors,Management,N
13198,MRS.,CINDY,GRAY,1943-10-16,M,F,120000,2,Bachelors,Management,Y
13199,MR.,TIMOTHY,STEWART,1943-06-25,S,M,130000,2,Bachelors,Management,N
13200,MRS.,JESSICA,MILLER,1943-07-10,M,F,130000,2,Bachelors,Management,N
13201,MR.,NICHOLAS,DAVIS,1944-08-23,S,M,70000,4,Bachelors,Management,Y
13202,MRS.,NATASHA,ROMERO,1944-04-19,S,F,70000,4,Bachelors,Management,N
13203,MRS.,BAILEY,BELL,1944-04-12,S,F,70000,4,Bachelors,Management,Y
13204,MRS.,SAVANNAH,PARKER,1944-08-07,S,F,70000,4,Bachelors,Management,Y
13205,MR.,JEROME,TORRES,1944-08-09,M,M,70000,5,Bachelors,Management,Y
13206,MRS.,EMILY,FLORES,1945-06-22,S,F,70000,5,Bachelors,Management,Y
13207,MR.,KENNETH,RAI,1945-10-11,M,M,70000,5,Bachelors,Management,Y
13208,MRS.,CASSIDY,BRYANT,1945-10-02,S,F,70000,5,Bachelors,Management,Y
13210,MR.,ETHAN,SIMMONS,1945-05-27,M,M,60000,4,Bachelors,Management,Y
13211,MR.,JAMES,JAI,1945-12-12,M,M,60000,4,Bachelors,Management,Y
13212,MR.,LOGAN,PHILLIPS,1945-08-10,M,M,60000,4,Bachelors,Management,Y
13213,MRS.,COURTNEY,KING,1946-03-02,M,F,60000,4,Bachelors,Management,Y
13214,MR.,ELIJAH,ADAMS,1946-12-21,M,M,60000,4,Bachelors,Management,Y
13215,MRS.,COLLEEN,SHARMA,1946-05-01,M,F,60000,5,Bachelors,Management,Y
13216,MRS.,MARY,MITCHELL,1946-09-15,M,F,60000,5,Bachelors,Management,Y
13217,MR.,JULIAN,ALEXANDER,1946-04-26,S,M,60000,5,Bachelors,Management,Y
13218,MRS.,MELISSA,BRYANT,1946-01-28,M,F,60000,5,Bachelors,Management,Y
13219,MR.,RAFAEL,SHAN,1946-02-22,M,M,60000,5,Bachelors,Management,Y
13220,MRS.,ISABELLA,HERNANDEZ,1946-07-28,M,F,70000,3,Bachelors,Management,Y
13221,MRS.,MADELINE,HALL,1946-12-06,M,F,70000,3,Bachelors,Management,Y
13222,MR.,ARTURO,LIU,1946-03-02,M,M,70000,4,Bachelors,Management,N
13223,MR.,NOAH,LEE,1946-07-09,S,M,70000,4,Bachelors,Management,Y
13224,MRS.,AMANDA,BROOKS,1946-02-11,M,F,70000,4,Bachelors,Management,Y
13225,MR.,JÉSUS,SUAREZ,1947-06-22,M,M,60000,5,Bachelors,Management,N
13226,MRS.,JENNA,MITCHELL,1947-03-13,M,F,60000,5,Bachelors,Management,Y
13227,MR.,ALEXANDER,WILSON,1947-05-25,M,M,60000,5,Bachelors,Management,Y
13228,MR.,THOMAS,SANCHEZ,1947-05-01,M,M,60000,5,Bachelors,Management,Y
13229,MR.,DYLAN,WANG,1947-08-06,M,M,70000,4,Bachelors,Management,Y
13230,MRS.,CHLOE,BRYANT,1947-03-11,M,F,70000,4,Bachelors,Management,Y
13231,MRS.,ALEXIA,ROSS,1948-10-11,M,F,40000,2,High School,Professional,Y
13232,MRS.,KAITLYN,BAKER,1948-10-20,S,F,60000,2,Partial College,Professional,Y
13233,MR.,RICHARD,COLEMAN,1948-12-05,M,M,60000,2,Partial College,Professional,Y
13234,MR.,ROBERT,LEWIS,1948-08-22,S,M,60000,2,Partial College,Professional,Y
13235,MR.,JONATHAN,ROBINSON,1948-09-22,M,M,60000,2,Partial College,Professional,Y
13236,MR.,ROBERT,WANG,1948-05-25,M,M,60000,2,Partial College,Professional,Y
13237,MR.,DEVIN,STEWART,1948-04-22,M,M,70000,4,Bachelors,Management,N
13238,MR.,JOHN,WILLIAMS,1948-10-26,M,M,70000,4,Bachelors,Management,Y
13239,MR.,MATTHEW,THOMAS,1949-04-15,M,M,40000,2,Partial High School,Skilled Manual,Y
13240,MR.,BLAKE,FOSTER,1949-11-09,M,M,60000,2,Bachelors,Management,Y
13241,MRS.,NATALIE,WARD,1950-01-05,M,F,40000,2,Partial High School,Skilled Manual,Y
13242,MR.,KYLE,YANG,1950-05-09,S,M,70000,4,Partial College,Professional,Y
13243,MRS.,ALYSSA,DAVIS,1951-11-13,S,F,70000,2,High School,Professional,Y
13244,MR.,JOSE,SHARMA,1951-10-22,M,M,70000,2,High School,Professional,Y
13245,MR.,ANGEL,SCOTT,1951-06-24,M,M,60000,2,Partial College,Professional,N
13246,MRS.,HAILEY,PEREZ,1952-01-26,M,F,60000,3,High School,Professional,Y
13247,MR.,ZACHARY,CHEN,1952-05-14,M,M,60000,3,High School,Professional,Y
13248,MRS.,ISABELLA,MARTINEZ,1952-03-06,M,F,60000,3,High School,Professional,Y
13249,MR.,RYAN,PERRY,1952-07-21,M,M,70000,4,Partial College,Professional,Y
13250,MRS.,JORDAN,KING,1952-02-23,M,F,70000,4,Partial College,Professional,Y
13251,MR.,RAYMOND,MALHOTRA,1958-02-16,M,M,130000,2,Partial College,Professional,Y
13252,MRS.,BIANCA,LU,1958-07-03,M,F,130000,2,Partial College,Professional,Y
13253,MRS.,CARLY,XIE,1958-05-20,M,F,130000,2,Partial College,Professional,Y
13254,MRS.,BETH,GOMEZ,1958-01-23,M,F,150000,1,Partial College,Professional,Y
13255,MR.,LANCE,BLANCO,1957-03-26,M,M,130000,2,Partial College,Professional,Y
13256,MRS.,ABBY,SUBRAM,1957-11-13,S,F,130000,2,Partial College,Professional,N
13257,MR.,JON,CHANDER,1957-07-06,M,M,130000,2,Partial College,Professional,Y
13258,MRS.,ANNE,DOMINGUEZ,1957-03-03,M,F,130000,2,Partial College,Professional,Y
13259,MR.,ALLEN,GARCIA,1957-11-07,M,M,130000,2,Partial College,Professional,N
13261,MRS.,LINDSEY,ANDERSEN,1957-04-05,M,F,130000,3,Partial College,Professional,N
13262,MR.,JAIME,NARA,1957-10-21,M,M,150000,2,High School,Professional,Y
13263,MRS.,KATE,ANAND,1956-04-24,S,F,110000,2,Partial College,Professional,Y
13264,MRS.,MELANIE,SANCHEZ,1956-05-23,M,F,120000,3,High School,Professional,Y
13265,MR.,LUKE,ADAMS,1956-01-22,S,M,120000,3,High School,Professional,Y
13266,MR.,SAMUEL,WANG,1956-07-14,M,M,70000,3,Partial College,Professional,N
13267,MR.,MATTHEW,MOORE,1932-03-05,M,M,30000,4,High School,Professional,N
13268,MRS.,KATHERINE,PARKER,1932-07-24,M,F,40000,3,Partial College,Professional,N
13269,MRS.,RACHEL,MARTIN,1932-03-08,S,F,50000,2,Graduate Degree,Management,N
13270,MR.,MASON,BAKER,1933-10-27,S,M,50000,2,Graduate Degree,Management,Y
13271,MR.,RYAN,ANDERSON,1933-12-20,M,M,50000,2,Graduate Degree,Management,Y
13272,MRS.,JORDAN,GONZALEZ,1933-04-14,S,F,90000,3,Graduate Degree,Management,Y
13273,MRS.,ELIZABETH,LEE,1933-02-01,S,F,110000,1,Graduate Degree,Management,Y
13274,MR.,JOSHUA,LEE,1965-04-03,S,M,90000,4,Partial College,Professional,Y
13275,MR.,CARLOS,MURPHY,1965-08-27,M,M,100000,3,Bachelors,Management,Y
13276,MRS.,SARAH,JOHNSON,1965-03-20,M,F,100000,3,Bachelors,Management,Y
13277,MR.,NATHAN,BROWN,1965-08-25,S,M,100000,4,Partial College,Professional,Y
13278,MR.,JORGE,HU,1965-11-09,S,M,110000,2,Bachelors,Management,Y
13279,MRS.,RACHEL,HOWARD,1965-11-02,M,F,130000,1,Graduate Degree,Management,Y
13280,MRS.,BAILEY,ADAMS,1964-08-19,M,F,90000,5,Partial College,Professional,Y
13281,MR.,BRENT,LI,1964-05-17,M,M,110000,4,Bachelors,Management,Y
13282,MRS.,MADISON,PRICE,1964-06-14,M,F,120000,4,Partial College,Professional,Y
13283,MR.,DAKOTA,GRIFFIN,1956-12-20,M,M,80000,3,Partial College,Professional,N
13284,MRS.,VICTORIA,BUTLER,1956-08-10,M,F,80000,3,Partial College,Professional,N
13285,MRS.,KARA,CHAVEZ,1963-06-10,M,F,80000,4,Partial College,Professional,Y
13286,MS.,HANNAH,RODRIGUEZ,1963-10-10,S,F,90000,0,Partial College,Professional,N
13287,MR.,BRANDON,RODRIGUEZ,1963-09-03,S,M,110000,4,Bachelors,Management,Y
13288,MR.,JACKSON,LOPEZ,1963-09-20,M,M,120000,4,Partial College,Professional,Y
13289,MRS.,ALEXANDRIA,COLEMAN,1962-02-26,M,F,70000,5,Partial College,Professional,Y
13290,MR.,JORDAN,CAMPBELL,1962-07-02,M,M,80000,5,Partial College,Professional,Y
13291,MRS.,NINA,XU,1962-02-25,M,F,80000,5,Partial College,Professional,Y
13292,MRS.,PAULA,CARLSON,1962-08-12,S,F,90000,5,Partial College,Professional,Y
13293,MRS.,BARBARA,LU,1962-07-13,M,F,110000,1,Bachelors,Management,Y
13294,MRS.,CASSIDY,HUGHES,1961-06-11,M,F,80000,5,Partial College,Professional,Y
13295,MRS.,JASMINE,JACKSON,1961-10-23,M,F,90000,4,High School,Professional,Y
13296,MR.,SETH,ANDERSON,1961-05-21,M,M,110000,1,Bachelors,Management,Y
13297,MR.,ARTHUR,RUBIO,1961-06-22,M,M,110000,1,Partial College,Professional,Y
13298,MRS.,ANNA,HARRIS,1961-07-27,M,F,130000,1,Bachelors,Management,N
13299,MRS.,VANESSA,ROSS,1961-10-15,M,F,130000,1,Bachelors,Management,Y
13300,MR.,TIMOTHY,HERNANDEZ,1955-09-07,M,M,60000,2,High School,Professional,N
13301,MRS.,ANGELA,STEWART,1955-02-03,S,F,60000,2,High School,Professional,Y
13302,MR.,COLE,TORRES,1955-08-18,S,M,60000,2,High School,Professional,Y
13303,MR.,JONATHAN,MARTINEZ,1955-10-04,M,M,70000,4,High School,Professional,Y
13304,MRS.,SARA,PETERSON,1955-12-26,S,F,70000,4,High School,Professional,Y
13305,MR.,OSCAR,ALEXANDER,1955-03-25,M,M,70000,4,High School,Professional,Y
13306,MRS.,KAITLYN,COX,1955-11-28,M,F,70000,4,High School,Professional,N
13307,MRS.,MICHELLE,STONE,1935-05-13,M,F,100000,2,Graduate Degree,Management,Y
13308,MRS.,KAITLYN,KING,1936-03-18,M,F,60000,2,Graduate Degree,Management,Y
13309,MRS.,ANGELA,SANDERS,1936-05-21,M,F,90000,4,Bachelors,Management,Y
13310,MR.,MIGUEL,BARNES,1960-11-18,M,M,100000,0,Partial College,Professional,Y
13311,MS.,ISABELLA,REED,1960-03-26,M,F,100000,0,Partial College,Professional,Y
13312,MRS.,NATALIE,JENKINS,1960-05-20,M,F,110000,3,Partial College,Professional,Y
13313,MRS.,MEGAN,STONE,1960-09-10,M,F,120000,1,High School,Professional,N
13314,MR.,JORDAN,HERNANDEZ,1960-08-03,M,M,120000,1,High School,Professional,Y
13315,MR.,LUCAS,THOMAS,1954-04-03,M,M,80000,2,Partial High School,Skilled Manual,Y
13316,MR.,ANGEL,RIVERA,1954-04-17,M,M,80000,3,Partial High School,Skilled Manual,Y
13317,MR.,JEREMIAH,LONG,1954-09-09,S,M,60000,2,High School,Professional,Y
13318,MRS.,AMBER,PEREZ,1954-02-25,M,F,60000,2,Partial High School,Skilled Manual,Y
13319,MR.,CHARLES,HOWARD,1954-03-02,S,M,70000,3,High School,Professional,Y
13320,MRS.,JASMINE,JONES,1953-05-18,S,F,70000,3,Graduate Degree,Management,N
13321,MRS.,ARIANNA,BARNES,1953-10-19,S,F,70000,3,Graduate Degree,Management,N
13322,MRS.,ELIZABETH,PATTERSON,1953-05-22,S,F,70000,3,Graduate Degree,Management,Y
13323,MR.,ADAM,ADAMS,1953-03-22,M,M,70000,3,Graduate Degree,Management,N
13324,MRS.,FLORIAN,STILLER,1937-09-20,M,F,130000,2,Bachelors,Management,Y
13325,MR.,MARCUS,WRIGHT,1938-01-04,M,M,90000,5,Bachelors,Management,N
13326,MR.,BOB,FERNANDEZ,1938-08-16,M,M,130000,2,Bachelors,Management,N
13327,MRS.,ISABELLE,RUSSELL,1938-07-11,M,F,170000,1,Graduate Degree,Management,Y
13328,MR.,ALBERT,SERRANO,1939-07-17,S,M,80000,4,Graduate Degree,Management,Y
13329,MR.,JAKE,WANG,1939-03-05,M,M,90000,5,Bachelors,Management,Y
13330,MRS.,MARIA,PATTERSON,1939-11-02,M,F,100000,2,Graduate Degree,Management,Y
13331,MRS.,LAUREN,DIAZ,1939-11-22,M,F,130000,2,Bachelors,Management,Y
13332,MR.,NEIL,ALONSO,1940-10-03,M,M,90000,5,Bachelors,Management,Y
13333,MRS.,TARA,CHANDER,1940-02-13,M,F,90000,5,Bachelors,Management,N
13334,MRS.,MELANIE,RIVERA,1940-04-20,M,F,90000,5,Bachelors,Management,Y
13335,MRS.,ALYSSA,BARNES,1940-02-21,S,F,90000,5,Bachelors,Management,Y
13336,MRS.,DEANNA,GILL,1940-10-21,M,F,100000,2,Graduate Degree,Management,Y
13337,MRS.,LAUREN,COX,1942-05-09,M,F,80000,5,Bachelors,Management,Y
13338,MRS.,JADA,CARTER,1942-08-12,S,F,90000,5,Bachelors,Management,Y
13339,MRS.,NICOLE,CLARK,1942-01-19,S,F,90000,5,Bachelors,Management,Y
13340,MRS.,NATALIE,EDWARDS,1942-05-03,M,F,90000,5,Bachelors,Management,Y
13341,MR.,LUCAS,KING,1942-09-15,M,M,90000,5,Bachelors,Management,Y
13342,MR.,BRANDON,JACKSON,1942-06-17,S,M,90000,5,Bachelors,Management,Y
13343,MRS.,MELANIE,BRADLEY,1942-09-25,M,F,90000,5,Bachelors,Management,Y
13344,MRS.,CAITLIN,REED,1942-09-11,M,F,110000,2,Bachelors,Management,Y
13345,MR.,DALTON,BUTLER,1942-03-02,M,M,130000,2,Bachelors,Management,Y
13346,MR.,GREGORY,CHANDE,1943-05-26,S,M,110000,2,Bachelors,Management,Y
13347,MRS.,RACHEL,HALL,1943-01-02,M,F,120000,2,Bachelors,Management,Y
13348,MR.,NOAH,YOUNG,1943-02-19,M,M,130000,2,Bachelors,Management,Y
13349,MRS.,KAITLYN,GONZALEZ,1943-10-06,M,F,130000,2,Bachelors,Management,Y
13350,MR.,ISAAC,SANDBERG,1943-09-03,M,M,170000,2,Graduate Degree,Management,N
13351,MRS.,MARIAH,COX,1944-04-27,S,F,70000,4,Bachelors,Management,Y
13352,MR.,JOSEPH,DAVIS,1944-03-06,S,M,70000,4,Bachelors,Management,Y
13353,MRS.,JORDYN,COLEMAN,1944-09-25,S,F,60000,4,Graduate Degree,Management,Y
13354,MR.,ERIC,CAMPBELL,1944-11-11,M,M,70000,5,Bachelors,Management,Y
13355,MR.,JACKSON,JAI,1944-09-24,M,M,70000,5,Bachelors,Management,Y
13356,MRS.,STEFANIE,PRASAD,1945-05-07,M,F,60000,4,Bachelors,Management,Y
13357,MR.,BLAKE,GONZALES,1945-09-27,S,M,60000,4,Bachelors,Management,Y
13358,MRS.,ALEXANDRA,EDWARDS,1945-06-15,M,F,60000,4,Bachelors,Management,Y
13359,MR.,IAN,WOOD,1945-09-02,M,M,60000,4,Bachelors,Management,Y
13360,MRS.,JADA,COOK,1946-01-03,M,F,60000,5,Bachelors,Management,Y
13361,MR.,CAMERON,JAI,1946-09-01,M,M,60000,5,Bachelors,Management,Y
13362,MRS.,DESTINY,MORGAN,1946-02-12,S,F,60000,5,Bachelors,Management,Y
13363,MRS.,SYDNEY,ALLEN,1946-06-16,M,F,70000,3,Bachelors,Management,Y
13364,MRS.,NATALIE,ANDERSON,1946-10-03,S,F,70000,4,Bachelors,Management,Y
13365,MR.,LUKE,SHAN,1946-09-25,M,M,70000,4,Bachelors,Management,Y
13366,MR.,AUSTIN,DAVIS,1946-05-10,M,M,70000,4,Bachelors,Management,Y
13367,MRS.,SAVANNAH,EDWARDS,1947-04-14,M,F,70000,4,Bachelors,Management,Y
13368,MR.,KYLE,HENDERSON,1947-12-26,M,M,70000,4,Bachelors,Management,N
13369,MRS.,MARIAH,HENDERSON,1947-08-17,M,F,80000,5,Bachelors,Management,Y
13370,MR.,BLAKE,ROSS,1948-03-22,M,M,60000,2,Partial College,Professional,Y
13371,MRS.,SYDNEY,GONZALES,1948-11-20,S,F,60000,2,Partial College,Professional,Y
13372,MR.,ISAAC,EDWARDS,1948-11-28,M,M,60000,2,Partial College,Professional,Y
13373,MRS.,MICHELLE,MURPHY,1948-03-04,S,F,60000,2,Partial College,Professional,Y
13374,MR.,MARCO,MARTINEZ,1948-05-20,M,M,60000,2,Partial College,Professional,N
13375,MR.,JASON,KUMAR,1948-04-11,M,M,60000,2,Partial College,Professional,Y
13376,MR.,JERRY,RAI,1948-09-03,M,M,60000,2,Partial College,Professional,Y
13377,MR.,THOMAS,HERNANDEZ,1948-03-16,M,M,70000,4,Bachelors,Management,Y
13379,MRS.,BAILEY,MORRIS,1949-05-14,S,F,60000,2,Partial College,Professional,Y
13380,MRS.,KATHERINE,SCOTT,1949-10-25,M,F,60000,2,Bachelors,Management,N
13381,MRS.,VANESSA,JENKINS,1949-03-22,M,F,60000,2,Bachelors,Management,Y
13382,MR.,RICHARD,ROGERS,1949-02-04,M,M,70000,5,Partial College,Professional,Y
13383,MRS.,NATALIE,WRIGHT,1950-10-03,S,F,60000,2,Partial College,Professional,Y
13384,MR.,MARIO,ASHE,1950-10-25,S,M,60000,2,Partial College,Professional,Y
13385,MRS.,DANIELLE,COOK,1950-11-27,S,F,60000,2,Partial College,Professional,Y
13386,MR.,SAMUEL,PATTERSON,1950-01-26,M,M,60000,2,Partial College,Professional,N
13387,MRS.,MIRANDA,JENKINS,1950-03-21,M,F,60000,2,Partial College,Professional,Y
13388,MR.,MARSHALL,SHEN,1950-06-13,S,M,60000,2,Partial College,Professional,Y
13389,MRS.,MADISON,THOMAS,1950-11-20,M,F,70000,4,Partial College,Professional,N
13390,MRS.,JULIA,COLLINS,1950-05-26,M,F,70000,4,Partial College,Professional,N
13391,MRS.,BRENDA,MALHOTRA,1951-02-27,M,F,40000,2,Partial High School,Skilled Manual,Y
13392,MR.,HUNTER,PARKER,1951-05-03,M,M,70000,2,High School,Professional,Y
13393,MR.,WILLIE,KUMAR,1951-04-18,M,M,70000,2,High School,Professional,Y
13394,MR.,MATTHEW,CLARK,1951-03-15,S,M,70000,2,High School,Professional,Y
13395,MR.,GABRIEL,LI,1951-07-15,M,M,70000,2,High School,Professional,Y
13396,MR.,DAVID,KUMAR,1951-06-27,M,M,70000,2,High School,Professional,Y
13397,MR.,ADAM,MITCHELL,1951-04-08,M,M,60000,2,Partial College,Professional,Y
13399,MR.,EDWARD,YOUNG,1951-03-21,M,M,60000,2,Partial College,Professional,N
13400,MRS.,JULIA,THOMAS,1951-08-12,M,F,60000,2,Partial College,Professional,N
13401,MRS.,ERIN,BRADLEY,1952-02-22,S,F,60000,3,High School,Professional,Y
13402,MR.,GABRIEL,TURNER,1952-03-28,M,M,60000,3,High School,Professional,N
13403,MRS.,JENNIFER,JACKSON,1952-05-02,S,F,70000,5,Partial College,Professional,Y
13404,MR.,KELVIN,YANG,1958-09-13,M,M,130000,2,Partial College,Professional,Y
13405,MR.,ETHAN,BRYANT,1957-10-05,M,M,110000,2,Partial College,Professional,Y
13406,MR.,CRAIG,JIMÉNEZ,1957-01-05,M,M,130000,2,Partial College,Professional,Y
13407,MRS.,CASSANDRA,RANA,1957-10-07,S,F,150000,2,High School,Professional,N
13409,MR.,CORY,FERNANDEZ,1955-03-26,M,M,110000,3,Partial College,Professional,Y
13410,MRS.,JILLIAN,MADAN,1955-11-19,M,F,110000,3,Partial College,Professional,Y
13411,MRS.,JACQUELYN,BLANCO,1955-07-03,M,F,130000,3,Partial College,Professional,N
13412,MR.,RAFAEL,ZHAO,1955-10-14,M,M,130000,3,Partial College,Professional,Y
13413,MR.,FERNANDO,PHILLIPS,1932-11-18,M,M,60000,2,Graduate Degree,Management,Y
13414,MR.,MIGUEL,WILSON,1933-07-01,M,M,80000,3,Graduate Degree,Management,Y
13415,MR.,MARCUS,ROGERS,1933-04-06,S,M,100000,1,Graduate Degree,Management,Y
13416,MR.,RICHARD,ROBERTS,1933-11-20,S,M,110000,1,Graduate Degree,Management,N
13417,MR.,IAN,COX,1933-03-10,M,M,110000,1,Graduate Degree,Management,Y
13418,MR.,DEVIN,COX,1965-06-03,M,M,90000,4,Partial College,Professional,Y
13419,MRS.,LAUREN,COLEMAN,1965-06-23,M,F,90000,5,Partial College,Professional,Y
13420,MRS.,JORDAN,TURNER,1965-08-02,M,F,120000,3,Bachelors,Management,Y
13422,MS.,JACQUELINE,WASHINGTON,1965-09-17,S,F,160000,0,Graduate Degree,Management,N
13423,MR.,ALEX,PETERSON,1964-03-06,S,M,80000,4,Bachelors,Management,Y
13424,MRS.,JASMINE,THOMAS,1964-09-20,M,F,90000,5,Partial College,Professional,Y
13425,MR.,JOSE,GARCIA,1964-07-06,M,M,90000,5,Partial College,Professional,Y
13426,MRS.,TAYLOR,WILLIAMS,1964-06-12,S,F,110000,3,Bachelors,Management,Y
13428,MR.,MARCUS,RAMIREZ,1964-12-10,M,M,130000,3,Bachelors,Management,Y
13429,MRS.,GABRIELLE,WASHINGTON,1964-02-04,M,F,150000,2,Bachelors,Management,Y
13430,MR.,EDWARD,GRIFFIN,1964-05-14,M,M,150000,2,Bachelors,Management,Y
13431,MR.,BRYAN,JAMES,1956-08-03,M,M,70000,3,Partial College,Professional,Y
13432,MR.,DALTON,WOOD,1956-06-21,S,M,80000,3,Partial College,Professional,Y
13433,MRS.,JESSIE,VAZQUEZ,1956-03-11,S,F,90000,2,Partial College,Professional,Y
13434,MRS.,KAITLYN,WRIGHT,1934-12-05,S,F,50000,2,Graduate Degree,Management,Y
13435,MRS.,TRACY,PAL,1934-09-17,M,F,70000,4,Graduate Degree,Management,Y
13436,MS.,GAIL,GRIFFIN,1963-01-04,S,F,90000,0,Partial College,Professional,Y
13437,MR.,ETHAN,FLORES,1963-08-26,M,M,90000,0,Partial College,Professional,Y
13438,MS.,CHLOE,GRIFFIN,1963-10-23,S,F,90000,0,Partial College,Professional,N
13439,MR.,ARTURO,LIN,1963-03-16,M,M,110000,4,Bachelors,Management,Y
13440,MRS.,SYDNEY,MILLER,1962-02-18,S,F,80000,5,Partial College,Professional,Y
13441,MR.,OMAR,ZHANG,1962-05-14,M,M,90000,5,Partial College,Professional,Y
13442,MRS.,PAULA,VAZQUEZ,1962-09-01,S,F,90000,5,Partial College,Professional,N
13443,MRS.,JASMINE,WHITE,1962-07-10,M,F,100000,1,Partial College,Professional,Y
13444,MRS.,ABBY,LOPEZ,1962-05-05,S,F,110000,1,Bachelors,Management,N
13445,MR.,LOGAN,DAVIS,1962-08-04,M,M,120000,1,Partial College,Professional,N
13446,MRS.,KATELYN,SCOTT,1962-04-09,S,F,120000,1,Partial College,Professional,Y
13447,MRS.,DESTINY,COX,1962-05-04,M,F,130000,1,Bachelors,Management,Y
13448,,CATHERINE,WARD,1962-07-13,M,,130000,1,Bachelors,Management,Y
13449,MR.,JEROME,DIAZ,1961-06-18,S,M,80000,5,Partial College,Professional,Y
13450,MRS.,VICTORIA,JONES,1961-07-18,S,F,90000,4,High School,Professional,Y
13451,MRS.,ROBIN,BROWNING,1961-06-27,M,F,110000,1,Partial College,Professional,N
13452,MRS.,KAITLYN,EVANS,1961-03-13,M,F,130000,1,Bachelors,Management,Y
13453,MRS.,AMANDA,HOWARD,1961-05-11,M,F,130000,1,Bachelors,Management,Y
13454,MR.,BENJAMIN,GRIFFIN,1961-02-17,M,M,130000,1,Bachelors,Management,Y
13455,MRS.,KAITLYN,BRYANT,1961-08-10,M,F,130000,3,Bachelors,Management,Y
13456,MRS.,SYDNEY,HERNANDEZ,1955-07-24,S,F,80000,2,Partial High School,Skilled Manual,Y
13457,MR.,ERIC,HENDERSON,1955-02-05,M,M,60000,2,High School,Professional,N
13459,MR.,DEVIN,FOSTER,1955-07-17,M,M,60000,2,High School,Professional,N
13460,MRS.,JASMINE,WALKER,1954-09-21,S,F,80000,2,Partial High School,Skilled Manual,N
13461,MR.,ANTHONY,JONES,1935-03-02,S,M,130000,2,Graduate Degree,Management,N
13462,MR.,JAY,SARA,1936-11-10,S,M,50000,2,Graduate Degree,Management,Y
13463,MRS.,TAMMY,SARA,1936-08-04,M,F,60000,2,Graduate Degree,Management,Y
13464,MRS.,MARTHA,HU,1936-11-08,M,F,70000,4,Graduate Degree,Management,Y
13465,MRS.,SYDNEY,CAMPBELL,1936-01-05,M,F,100000,2,Graduate Degree,Management,Y
13466,MR.,BRYCE,JAMES,1960-06-20,M,M,80000,5,Partial College,Professional,Y
13467,MR.,KRISTOPHER,MARTINEZ,1960-07-05,S,M,90000,4,High School,Professional,N
